Repr_id,REPR_FACI,REPR_DIST,TYP_CASE,REPR_NM,REPR_PHON_NUM,REPR_D,TYP_REPR_DISE_COND,LN_CASE,FN_CASE,DOB,NATL,CASE_UID1,CASE_UID2,DIST_CASE_RESI,DIST_CASE_RESI_TYP,SEX,OCCU,PHYS_ADDR,NEAR_LMK,PHON_NUM_CASE,PARE_CARET_NM,D_SEEN_FACI,VACC,VACC_TYP_VAC,VACC_NUM_DOSE,D_FACI_NOTI_DIST,D_L_VACCI,RECE_TRAV_HIST,D_O_RETU,ANY_CONT_OT_CASE,ANY_CLUSTER,D_ONSE,PREG_CASE_FEM,TRIM,PRES_SYMP,U_CONDS,COVI_HIST,P_COMPL_FRM_NM,D_S_COLL,D_S_SENT_LAB,S_TYP,S_COND,D_LAB_RECE_S,TYP_O_TESTS_PERF,TEST_PLAT,FIN_LAB_RESU,D_LAB_SENT_RESU_DIST,D_RESU_SENT_HCW,D_DIST_RECE_RESU,CASE_F_O,CASE_F_CLASS
MOH6374660982,1008,MW-CR,OPD,Carla,+265(0)884717741,2020-06-16,Unexplained cluster,Perez,Elizabeth,1933-04-01,MZ,Passport,MZ874138,MW-ZO,Rural,Female,blank,P.O.Box 09214 MW-NB,Market,+265(0)993740535,Kevin,2020-06-09,Covid-19,Johnson & Johnson,1,2020-06-16,2020-06-04,International,2020-05-23,Confirmed,Work place,2020-05-30,No,N/A,Headache,Mental,Yes,Jason Daniels,2020-06-16,2020-06-16,Saliva,Adequate,2020-06-18,Antigen POC tests,Molecular Labs,Positive,2020-06-21,2020-06-21,2020-06-22,Dead,Compatible
MOH1885835073,3119,MW-CR,IPD,Lori,+265(0)997975863,2020-11-01,AEFI,Ruiz,James,1925-04-29,NG,Passport,NG873443,MW-CT,Rural,Male,minister,P.O.Box 42098 MW-MU,School,+265(0)999016215,Tamara,2020-10-23,Covid-19,Johnson & Johnson,1,2020-11-01,2020-10-05,International,2020-10-12,Confirmed,Hospital,2020-10-13,N/A,N/A,Nausea,DM,Yes,Timothy Powell,2020-11-01,2020-11-01,NP swab,Adequate,2020-11-03,PCR,Molecular Labs,Positive,2020-11-06,2020-11-06,2020-11-09,Dead,Probable
MOH8335986786,2710,MW-TH,IPD,Ashley,+265(0)996189477,2020-07-04,Unexplained cluster,Salinas,Fernando,1961-02-02,NL,NID,NL637632,MW-BA,Urban,Male,student,P.O.Box 36949 MW-NU,Church,+265(0)882485227,Adam,2020-06-24,Covid-19,Johnson & Johnson,1,2020-07-04,2020-06-23,Indigenous,2020-06-17,Suspected,Family,2020-06-12,N/A,N/A,Fatigue,No,No,Emily Hardy,2020-07-04,2020-07-04,OP swab,Not Adequate,2020-07-06,PCR,Mobile testing,Negative,2020-07-07,2020-07-07,2020-07-09,TO,Probable
MOH3224814255,3303,MW-LI,POE,Elizabeth,+265(0)998613833,2020-10-17,AEFI,Anthony,Gregory,1947-05-15,DE,Passport,DE267706,MW-CR,Rural,Male,journalist,P.O.Box 16902 MW-MW,Market,+265(0)884843117,Greg,2020-10-13,Covid-19,AstraZeneca,2,2020-10-17,2020-09-29,Indigenous,2020-10-06,Confirmed,Family,2020-10-01,N/A,N/A,Shortness of Breath,TB,Yes,Sarah Vasquez,2020-10-17,2020-10-18,OP swab,Not Adequate,2020-10-18,PCR,Mobile testing,Positive,2020-10-20,2020-10-20,2020-10-22,TO,Probable
MOH3533257618,3121,MW-CK,POE,April,+265(0)886708037,2021-01-03,Unexplained cluster,George,Jacqueline,1931-03-08,KW,Passport,KW823017,MW-SA,Urban,Female,farmer,P.O.Box 82121 MW-CR,Church,,Steven,2020-12-25,Covid-19,Johnson & Johnson,1,2021-01-03,2020-12-21,Indigenous,2020-12-10,Confirmed,No,2020-12-09,No,N/A,Cough,Other,No,Timothy Hill,2021-01-03,2021-01-03,Blood,Not Adequate,2021-01-03,PCR,Mobile testing,Positive,2021-01-03,2021-01-03,2021-01-05,Alive,Confirmed
MOH9902304081,1717,MW-NS,POE,Jill,,2020-12-07,SARIs,Mendez,Elizabeth,1998-06-13,NG,NID,NG586167,MW-NB,Urban,Female,doctor,P.O.Box 07030 MW-CT,Market,+265(0)881279996,Jeffrey,2020-11-29,Covid-19,Johnson & Johnson,1,2020-12-07,2020-11-17,International,2020-11-24,Confirmed,Family,2020-11-17,Yes,Second,Nausea,COPD,Yes,Patricia Khan,2020-12-07,2020-12-08,Saliva,Adequate,2020-12-11,Antigen POC tests,Mobile testing,Positive,2020-12-11,2020-12-11,2020-12-11,Alive,Confirmed
MOH4600191402,2531,MW-NK,OPD,Joseph,+265(0)995702374,2020-08-14,SARIs,Hayes,Elizabeth,1959-12-27,RW,NID,RW149331,MW-MW,Urban,Female,Engineer,P.O.Box 18554 MW-KR,Hospital,+265(0)999586819,Kristin,2020-08-14,None,N/A,0,2020-08-14,2020-07-27,Indigenous,2020-07-28,Suspected,Hospital,2020-08-03,No,N/A,Chest pain,COPD,No,Crystal Turner,2020-08-14,2020-08-15,OP swab,Adequate,2020-08-16,PCR,Mobile testing,Positive,2020-08-17,2020-08-17,2020-08-17,Lost,Confirmed
MOH4721154567,3601,MW-MH,OPD,Christopher,+265(0)884904684,2020-12-18,AEFI,Morrow,Daniel,1972-03-23,ZA,Passport,ZA902045,MW-PH,Urban,Male,clerk,P.O.Box 15575 MW-CK,Church,,Melanie,2020-12-09,None,N/A,0,2020-12-18,2020-11-22,International,2020-11-30,Confirmed,No,2020-11-19,N/A,N/A,Skin rash,Hypertension,Yes,Ernest Mccoy,2020-12-18,2020-12-19,Blood,Not Adequate,2020-12-22,PCR,Mobile testing,Negative,2020-12-24,2020-12-24,2020-12-27,TO,Compatible
MOH7169027562,1514,MW-CK,IPD,Randall,+265(0)886964287,2020-08-08,AEFI,Graham,Susan,1974-02-25,IN,NID,IN134718,MW-MG,Urban,Female,minister,P.O.Box 08435 MW-KR,Market,+265(0)883391033,Kendra,2020-07-30,None,N/A,0,2020-08-08,2020-07-18,Indigenous,2020-07-26,Confirmed,Family,2020-07-21,No,N/A,Nausea,Kidney Dz,No,Joshua Chen,2020-08-08,2020-08-08,Blood,Not Adequate,2020-08-08,PCR,Mobile testing,Negative,2020-08-10,2020-08-10,2020-08-10,Alive,Lost
MOH6577995856,205,MW-NU,POE,Monica,,2020-10-25,Unexplained cluster,Frey,Thomas,1946-08-03,CA,NID,CA159558,MW-ZO,Rural,Male,technician,P.O.Box 11893 MW-KR,Hospital,+265(0)995296938,Harold,2020-10-17,None,N/A,0,2020-10-25,2020-09-28,Indigenous,2020-09-30,Confirmed,School,2020-09-30,N/A,N/A,Shortness of Breath,COPD,Yes,Lynn Marquez,2020-10-25,2020-10-25,Saliva,Not Adequate,2020-10-26,Antigen POC tests,Molecular Labs,Negative,2020-10-28,2020-10-28,2020-10-28,TO,Compatible
MOH7359604991,315,MW-KS,OPD,Christopher,+265(0)884562169,2021-01-04,SARS/MERS/COVID,Hill,Monique,1972-09-01,BE,NID,BE730955,MW-NB,Urban,Female,Engineer,P.O.Box 49983 MW-TH,School,+265(0)887870984,Norman,2020-12-26,None,N/A,0,2021-01-04,2020-12-12,Indigenous,2020-12-22,Suspected,Hospital,2020-12-15,No,N/A,Shortness of Breath,COPD,No,Brian Alvarado,2021-01-04,2021-01-04,NP swab,Not Adequate,2021-01-05,PCR,Molecular Labs,Positive,2021-01-05,2021-01-05,2021-01-06,Dead,Probable
MOH7655221133,404,MW-TH,OPD,Thomas,,2020-08-03,Unexplained cluster,Brown,Sherry,1997-01-25,KR,NID,KR761290,MW-KR,Rural,Female,student,P.O.Box 09576 MW-LI,Church,+265(0)991215511,Ashley,2020-07-25,None,N/A,0,2020-08-03,2020-07-25,Indigenous,2020-07-05,Suspected,Family,2020-07-22,Yes,Third,Skin rash,Mental,Yes,James Smith,2020-08-03,2020-08-04,NP swab,Adequate,2020-08-06,Antigen POC tests,Mobile testing,Positive,2020-08-07,2020-08-07,2020-08-07,Lost,Lost
MOH6512922368,2531,MW-DO,IPD,Laura,+265(0)998997912,2020-05-18,SARIs,Thornton,Kenneth,1956-01-09,ZM,Passport,ZM496527,MW-SA,Urban,Male,politician,P.O.Box 68008 MW-MW,Hospital,+265(0)889961880,Alexis,2020-05-12,None,N/A,0,2020-05-18,2020-05-09,International,2020-05-06,Confirmed,School,2020-05-10,N/A,N/A,Bleeding,Mental,No,Ariel Hernandez,2020-05-18,2020-05-18,Blood,Not Adequate,2020-05-19,PCR,Mobile testing,Positive,2020-05-22,2020-05-22,2020-05-24,Dead,Confirmed
MOH3679276305,2531,MW-LI,OPD,Julie,,2020-07-28,Unexplained cluster,Williams,Thomas,1984-04-29,BI,Passport,BI567086,MW-LI,Urban,Male,Engineer,P.O.Box 20218 MW-MZ,School,+265(0)885262567,Chad,2020-07-18,None,N/A,0,2020-07-28,2020-07-02,International,2020-07-03,Confirmed,Family,2020-07-08,N/A,N/A,Bleeding,Neurological Dz,No,Alejandro Meyer,2020-07-28,2020-07-29,Saliva,Adequate,2020-07-31,Antigen POC tests,Molecular Labs,Positive,2020-08-03,2020-08-03,2020-08-04,Dead,Confirmed
MOH9628733361,206,MW-NE,POE,Lisa,,2020-11-28,SARS/MERS/COVID,Anderson,William,1941-03-15,NG,NID,NG149465,MW-CR,Rural,Male,Engineer,P.O.Box 01803 MW-KR,School,+265(0)992645127,Jay,2020-11-28,Covid-19,Johnson & Johnson,1,2020-11-28,2020-11-28,International,2020-11-27,Suspected,Family,2020-11-27,N/A,N/A,Fever,Mental,Yes,Melissa Rodriguez,2020-11-28,2020-11-28,Blood,Adequate,2020-12-01,PCR,Mobile testing,Negative,2020-12-01,2020-12-01,2020-12-02,Alive,Confirmed
MOH5108696612,1415,MW-LK,POE,Michael,+265(0)889035193,2020-11-09,AEFI,Pena,Christopher,2001-03-20,BI,NID,BI849297,MW-LK,Urban,Male,accountant,P.O.Box 63081 MW-BL,Hospital,+265(0)889925569,Justin,2020-11-04,None,N/A,0,2020-11-09,2020-10-18,International,2020-10-21,No,Hospital,2020-10-20,N/A,N/A,Other,Cardiovascular Dz,Yes,William Torres,2020-11-09,2020-11-10,Saliva,Not Adequate,2020-11-11,Antigen POC tests,Mobile testing,Positive,2020-11-12,2020-11-12,2020-11-15,Alive,Probable
MOH6737851221,1530,MW-ZO,POE,Monique,+265(0)885798453,2020-06-25,SARIs,Powell,Michael,1941-03-25,BI,Passport,BI781021,MW-KS,Urban,Male,student,P.O.Box 06907 MW-NI,Market,+265(0)885794315,Omar,2020-06-22,None,N/A,0,2020-06-25,2020-06-22,Indigenous,2020-06-18,Suspected,Work place,2020-06-19,N/A,N/A,Bleeding,HIV,Yes,Carrie Hernandez,2020-06-25,2020-06-26,OP swab,Not Adequate,2020-06-28,PCR,Mobile testing,Positive,2020-06-29,2020-06-29,2020-06-29,Dead,Lost
MOH3796412917,3217,MW-MZ,OPD,Frank,,2020-05-25,AEFI,Castro,Alan,1992-03-14,ZA,Passport,ZA322040,MW-MC,Rural,Male,accountant,P.O.Box 29355 MW-CK,Church,,Daniel,2020-05-16,Covid-19,AstraZeneca,2,2020-05-25,2020-05-12,International,2020-05-15,No,Hospital,2020-05-02,N/A,N/A,Chest pain,Other,No,Thomas Kim,2020-05-25,2020-05-25,Saliva,Not Adequate,2020-05-28,Antigen POC tests,Molecular Labs,Positive,2020-05-29,2020-05-29,2020-05-29,Lost,Probable
MOH4240509288,408,MW-TH,OPD,Bradley,+265(0)882018792,2020-04-07,SARS/MERS/COVID,White,Vanessa,1935-11-30,ZA,Passport,ZA699363,MW-CT,Urban,Female,lecturer,P.O.Box 54117 MW-LI,Market,+265(0)992187163,Keith,2020-04-03,None,N/A,0,2020-04-07,2020-03-31,Indigenous,2020-03-19,Confirmed,Hospital,2020-03-18,Yes,Second,Fever,Mental,Yes,Kimberly Wilson,2020-04-07,2020-04-07,Blood,Not Adequate,2020-04-07,PCR,Molecular Labs,Negative,2020-04-08,2020-04-08,2020-04-08,Alive,Probable
MOH7908097926,509,MW-DO,OPD,Madison,,2020-07-24,SARS/MERS/COVID,Collins,Carl,1987-09-05,AU,NID,AU453549,MW-RU,Rural,Male,student,P.O.Box 25570 MW-MU,School,+265(0)994027083,Heather,2020-07-16,None,N/A,0,2020-07-24,2020-07-10,International,2020-07-13,No,Family,2020-07-10,N/A,N/A,Fatigue,COPD,Yes,Gerald Bowers,2020-07-24,2020-07-25,OP swab,Not Adequate,2020-07-26,PCR,Molecular Labs,Negative,2020-07-29,2020-07-29,2020-07-29,Dead,Probable
MOH2636404870,401,MW-TH,POE,Karen,+265(0)991776429,2020-05-27,Unexplained cluster,Kane,Brenda,1927-07-25,GB,NID,GB531320,MW-PH,Urban,Female,farmer,P.O.Box 90969 MW-MH,Hospital,,Nancy,2020-05-22,Covid-19,AstraZeneca,2,2020-05-27,2020-05-05,Indigenous,2020-05-11,Suspected,School,2020-05-05,No,N/A,Cough,Asthma,No,Ricardo Espinoza,2020-05-27,2020-05-28,Saliva,Not Adequate,2020-05-29,Antigen POC tests,Molecular Labs,Negative,2020-05-29,2020-05-29,2020-06-01,Dead,Probable
MOH3812909395,2523,MW-CK,IPD,Javier,+265(0)881848962,2020-12-07,AEFI,Best,Harold,1974-11-14,KW,NID,KW965279,MW-LI,Rural,Male,technician,P.O.Box 28549 MW-NE,Market,,Joseph,2020-12-05,None,N/A,0,2020-12-07,2020-11-16,Indigenous,2020-12-02,Confirmed,No,2020-11-29,N/A,N/A,Headache,Mental,Yes,Melanie Clark,2020-12-07,2020-12-07,OP swab,Adequate,2020-12-08,Antigen POC tests,Mobile testing,Positive,2020-12-10,2020-12-10,2020-12-10,Dead,Lost
MOH6946836521,1596,MW-NK,OPD,Melissa,+265(0)889716888,2020-08-04,SARS/MERS/COVID,Nelson,Laura,1989-11-09,PK,Passport,PK876262,MW-NE,Rural,Female,Engineer,P.O.Box 43422 MW-NS,School,,Roger,2020-07-28,None,N/A,0,2020-08-04,2020-07-21,Indigenous,2020-07-14,Suspected,School,2020-07-16,Yes,Third,Cough,COPD,No,Kevin Harmon,2020-08-04,2020-08-05,Saliva,Adequate,2020-08-07,Antigen POC tests,Mobile testing,Positive,2020-08-07,2020-08-07,2020-08-09,TO,Probable
MOH9408331220,1827,MW-DE,OPD,Kristi,,2020-04-07,SARIs,Ramirez,Deborah,1946-05-17,CA,NID,CA235458,MW-RU,Urban,Female,doctor,P.O.Box 62723 MW-NI,Market,,Isabella,2020-04-04,Covid-19,Johnson & Johnson,1,2020-04-07,2020-03-17,International,2020-03-26,Suspected,No,2020-03-26,No,N/A,Bleeding,Other,Yes,Maria Weaver,2020-04-07,2020-04-08,Saliva,Adequate,2020-04-10,PCR,Mobile testing,Negative,2020-04-12,2020-04-12,2020-04-14,Lost,Probable
MOH4265982750,532,MW-MW,OPD,Jonathan,+265(0)997257367,2020-10-03,SARS/MERS/COVID,Macias,Roberta,1928-08-12,ZA,NID,ZA741843,MW-NS,Urban,Female,lecturer,P.O.Box 90116 MW-CT,Hospital,+265(0)885805532,Raymond,2020-09-24,None,N/A,0,2020-10-03,2020-09-21,Indigenous,2020-09-16,Suspected,School,2020-09-11,No,N/A,Muscle ache,Cancer,Yes,Cassandra Huber,2020-10-03,2020-10-03,Blood,Not Adequate,2020-10-03,Antigen POC tests,Mobile testing,Negative,2020-10-05,2020-10-05,2020-10-05,Dead,Confirmed
MOH5155572790,2808,MW-PH,POE,Barbara,+265(0)999326144,2020-11-26,Unexplained cluster,Guzman,Robert,1940-07-16,TZ,NID,TZ230801,MW-CT,Urban,Male,technician,P.O.Box 37545 MW-KR,Church,+265(0)991714294,Maria,2020-11-22,None,N/A,0,2020-11-26,2020-11-21,Indigenous,2020-11-15,No,Work place,2020-11-12,N/A,N/A,Other,DM,Yes,Anthony Richardson,2020-11-26,2020-11-26,Blood,Not Adequate,2020-11-27,PCR,Mobile testing,Positive,2020-11-30,2020-11-30,2020-12-02,Lost,Lost
MOH1050345785,201,MW-SA,OPD,Anthony,,2020-05-10,Unexplained cluster,Black,Colin,1997-12-31,MZ,Passport,MZ910348,MW-KR,Rural,Male,minister,P.O.Box 61989 MW-CK,Church,+265(0)995058258,Heather,2020-05-05,Covid-19,Johnson & Johnson,1,2020-05-10,2020-04-20,Indigenous,2020-05-01,Confirmed,Family,2020-04-27,N/A,N/A,Muscle ache,TB,Yes,William Edwards,2020-05-10,2020-05-11,Blood,Adequate,2020-05-13,Antigen POC tests,Molecular Labs,Positive,2020-05-16,2020-05-16,2020-05-18,TO,Lost
MOH4174028166,3424,MW-NU,OPD,Jennifer,+265(0)882967617,2020-11-13,SARIs,Wang,Johnny,1987-10-03,CF,NID,CF789306,MW-MC,Urban,Male,banker,P.O.Box 51417 MW-NK,Church,+265(0)998057023,Richard,2020-11-07,Covid-19,Johnson & Johnson,1,2020-11-13,2020-10-23,Indigenous,2020-11-01,No,School,2020-10-18,N/A,N/A,Other,Mental,No,Brian Preston,2020-11-13,2020-11-13,OP swab,Adequate,2020-11-13,Antigen POC tests,Mobile testing,Positive,2020-11-14,2020-11-14,2020-11-15,Dead,Lost
MOH9597380486,1013,MW-MZ,OPD,Manuel,+265(0)888770463,2020-12-06,SARIs,Meyers,Carolyn,1945-07-29,GR,Passport,GR708126,MW-LK,Urban,Female,teacher,P.O.Box 37420 MW-DO,Market,+265(0)996857001,Matthew,2020-11-30,Covid-19,AstraZeneca,2,2020-12-06,2020-11-18,International,2020-11-25,Confirmed,No,2020-11-22,No,N/A,Shortness of Breath,Mental,Yes,Rhonda Harmon,2020-12-06,2020-12-07,Saliva,Adequate,2020-12-09,Antigen POC tests,Molecular Labs,Negative,2020-12-12,2020-12-12,2020-12-14,TO,Probable
MOH4612497489,1111,MW-NK,POE,Donald,,2020-10-22,SARS/MERS/COVID,Smith,Jennifer,1940-07-07,BI,NID,BI933283,MW-RU,Rural,Female,farmer,P.O.Box 58614 MW-DO,Church,+265(0)889137215,John,2020-10-20,Covid-19,AstraZeneca,2,2020-10-22,2020-10-14,Indigenous,2020-10-09,Confirmed,Hospital,2020-10-03,No,N/A,Bleeding,Hypertension,No,Nicholas Clay,2020-10-22,2020-10-23,NP swab,Adequate,2020-10-23,Antigen POC tests,Mobile testing,Positive,2020-10-25,2020-10-25,2020-10-27,Dead,Confirmed
MOH9628733361,206,MW-LK,OPD,Lisa,,2020-11-08,AEFI,Wilson,Amy,1993-06-10,US,NID,US980413,MW-PH,Urban,Female,Engineer,P.O.Box 47888 MW-NE,Market,,Kimberly,2020-10-29,None,N/A,0,2020-11-08,2020-10-12,Indigenous,2020-10-24,Suspected,School,2020-10-27,Yes,First,No(Asymptomatic),Cancer,Yes,Rachel Miranda,2020-11-08,2020-11-09,Saliva,Not Adequate,2020-11-09,Antigen POC tests,Molecular Labs,Positive,2020-11-11,2020-11-11,2020-11-14,Dead,Confirmed
MOH7837261740,2523,MW-CR,OPD,Whitney,+265(0)991409150,2020-10-26,SARIs,Fisher,James,1977-04-27,BE,Passport,BE494100,MW-BL,Rural,Male,politician,P.O.Box 39502 MW-ZO,Hospital,+265(0)885772891,Elizabeth,2020-10-18,Covid-19,Johnson & Johnson,1,2020-10-26,2020-10-04,Indigenous,2020-10-12,No,Work place,2020-09-30,N/A,N/A,Skin rash,Mental,No,Catherine Lopez,2020-10-26,2020-10-27,NP swab,Not Adequate,2020-10-30,PCR,Mobile testing,Negative,2020-10-31,2020-10-31,2020-11-02,Lost,Probable
MOH9018625794,2523,MW-NE,POE,Nathan,+265(0)881497463,2020-04-23,SARIs,Shields,Jennifer,1949-01-13,CN,NID,CN694490,MW-RU,Rural,Female,nurse,P.O.Box 11055 MW-MW,Hospital,+265(0)881873490,Michael,2020-04-18,Covid-19,AstraZeneca,2,2020-04-23,2020-04-02,Indigenous,2020-03-29,Confirmed,Work place,2020-04-13,Yes,First,Abdominal pain,DM,No,Thomas Griffin,2020-04-23,2020-04-23,Saliva,Adequate,2020-04-23,Antigen POC tests,Molecular Labs,Negative,2020-04-24,2020-04-24,2020-04-25,TO,Compatible
MOH1855865141,1514,MW-MG,OPD,Belinda,+265(0)885931447,2020-07-11,SARS/MERS/COVID,Waters,Victoria,2005-06-23,NG,Passport,NG715103,MW-BA,Urban,Female,nurse,P.O.Box 87915 MW-CR,Church,+265(0)885129100,Alexis,2020-07-09,None,N/A,0,2020-07-11,2020-06-21,Indigenous,2020-06-29,No,Work place,2020-07-02,Yes,First,Bleeding,Neurological Dz,Yes,Tiffany Bishop,2020-07-11,2020-07-11,NP swab,Adequate,2020-07-14,PCR,Mobile testing,Negative,2020-07-17,2020-07-17,2020-07-18,Lost,Lost
MOH4096096712,2706,MW-NI,OPD,William,+265(0)998611593,2020-05-03,AEFI,Chung,Michael,1993-07-06,CN,Passport,CN180935,MW-KR,Urban,Male,Engineer,P.O.Box 05362 MW-NE,Church,+265(0)991475379,Justin,2020-04-23,None,N/A,0,2020-05-03,2020-04-11,Indigenous,2020-04-10,Confirmed,Work place,2020-04-18,N/A,N/A,Chest pain,Liver Dz,Yes,Jeffrey Foster,2020-05-03,2020-05-03,NP swab,Adequate,2020-05-03,Antigen POC tests,Mobile testing,Positive,2020-05-06,2020-05-06,2020-05-07,Dead,Lost
MOH8206414404,3801,MW-DE,OPD,Matthew,+265(0)885165394,2020-05-11,Unexplained cluster,Huang,Christopher,1926-12-14,NL,Passport,NL205569,MW-NS,Rural,Male,blank,P.O.Box 57702 MW-DE,Market,+265(0)993160492,Angela,2020-05-05,None,N/A,0,2020-05-11,2020-04-29,Indigenous,2020-04-15,Suspected,No,2020-04-24,N/A,N/A,Chest pain,HIV,No,John Grant,2020-05-11,2020-05-12,Blood,Adequate,2020-05-13,Antigen POC tests,Molecular Labs,Positive,2020-05-13,2020-05-13,2020-05-15,TO,Compatible
MOH3209669839,315,MW-NS,IPD,Daniel,+265(0)886827073,2020-11-24,Unexplained cluster,Wu,Matthew,2004-04-07,IT,NID,IT541209,MW-CR,Rural,Male,nurse,P.O.Box 53416 MW-NK,Market,+265(0)884289569,Jennifer,2020-11-20,None,N/A,0,2020-11-24,2020-11-04,Indigenous,2020-11-20,Suspected,School,2020-11-05,N/A,N/A,Bleeding,HIV,Yes,Ann Jimenez,2020-11-24,2020-11-25,NP swab,Not Adequate,2020-11-26,PCR,Mobile testing,Negative,2020-11-28,2020-11-28,2020-11-30,Alive,Lost
MOH2540174157,205,MW-ZO,IPD,Mary,+265(0)882195450,2020-10-17,Unexplained cluster,Cabrera,Carol,1995-07-15,ZW,NID,ZW462037,MW-CT,Rural,Female,accountant,P.O.Box 45294 MW-CT,School,+265(0)998364645,Daniel,2020-10-07,None,N/A,0,2020-10-17,2020-09-28,International,2020-09-27,Suspected,Work place,2020-10-05,No,N/A,Nausea,Kidney Dz,Yes,Kimberly Daniels,2020-10-17,2020-10-17,NP swab,Not Adequate,2020-10-19,Antigen POC tests,Molecular Labs,Positive,2020-10-20,2020-10-20,2020-10-23,Alive,Probable
MOH4782562471,2722,MW-KR,OPD,Brittany,+265(0)994170507,2020-06-08,AEFI,Martin,Jason,1943-05-16,JP,Passport,JP307704,MW-SA,Urban,Male,teacher,P.O.Box 53769 MW-LI,Market,+265(0)886928687,Michael,2020-06-05,Covid-19,AstraZeneca,2,2020-06-08,2020-05-20,International,2020-05-21,No,Hospital,2020-05-19,N/A,N/A,Abdominal pain,Kidney Dz,Yes,Michael Owens,2020-06-08,2020-06-09,Saliva,Adequate,2020-06-12,PCR,Molecular Labs,Positive,2020-06-14,2020-06-14,2020-06-16,Alive,Confirmed
MOH2094455822,1013,MW-NB,IPD,Elizabeth,+265(0)881852564,2020-06-09,SARIs,Austin,Lindsay,1982-10-02,RW,NID,RW817689,MW-MC,Urban,Female,doctor,P.O.Box 16531 MW-BA,Church,,Lisa,2020-06-02,Covid-19,Johnson & Johnson,1,2020-06-09,2020-05-25,International,2020-05-28,Suspected,Family,2020-05-22,No,N/A,Nausea,Cardiovascular Dz,No,Kevin Palmer,2020-06-09,2020-06-10,OP swab,Adequate,2020-06-13,Antigen POC tests,Molecular Labs,Negative,2020-06-15,2020-06-15,2020-06-15,Lost,Confirmed
MOH6946836521,1596,MW-NK,OPD,Melissa,+265(0)889716888,2020-11-24,SARIs,Campbell,Elizabeth,1967-08-24,ZW,NID,ZW248291,MW-LK,Urban,Female,politician,P.O.Box 29312 MW-NK,Hospital,+265(0)991010430,Melissa,2020-11-23,Covid-19,AstraZeneca,2,2020-11-24,2020-11-06,Indigenous,2020-11-04,Suspected,Work place,2020-11-16,Yes,Third,Fatigue,Asthma,No,Lauren Mitchell,2020-11-24,2020-11-24,Blood,Not Adequate,2020-11-27,Antigen POC tests,Molecular Labs,Positive,2020-11-27,2020-11-27,2020-11-27,Dead,Lost
MOH9650318130,441,MW-KR,POE,Heather,+265(0)885970666,2020-08-06,SARS/MERS/COVID,Coleman,Shannon,1956-08-16,IE,Passport,IE348591,MW-ZO,Rural,Female,lecturer,P.O.Box 19623 MW-NK,Hospital,+265(0)993836679,William,2020-07-31,Covid-19,AstraZeneca,2,2020-08-06,2020-07-26,International,2020-07-23,Confirmed,Family,2020-07-24,No,N/A,Fever,Kidney Dz,Yes,Leslie Barnes,2020-08-06,2020-08-07,OP swab,Not Adequate,2020-08-10,Antigen POC tests,Molecular Labs,Positive,2020-08-11,2020-08-11,2020-08-13,Dead,Probable
MOH3324558899,532,MW-CK,IPD,Peter,,2020-09-28,Unexplained cluster,Davidson,Raymond,1966-10-15,IE,NID,IE216081,MW-BA,Rural,Male,lecturer,P.O.Box 51631 MW-MG,Hospital,,Paula,2020-09-23,Covid-19,AstraZeneca,2,2020-09-28,2020-09-22,Indigenous,2020-09-17,Confirmed,Hospital,2020-09-11,N/A,N/A,Fever,Mental,Yes,George Johnson,2020-09-28,2020-09-29,Saliva,Not Adequate,2020-10-01,Antigen POC tests,Molecular Labs,Negative,2020-10-02,2020-10-02,2020-10-05,Dead,Compatible
MOH6378979520,417,MW-SA,OPD,Jacob,+265(0)995410445,2020-06-24,SARIs,Elliott,Erin,1949-07-09,BE,NID,BE116716,MW-MH,Urban,Female,doctor,P.O.Box 44009 MW-NI,School,+265(0)886279703,Madeline,2020-06-23,None,N/A,0,2020-06-24,2020-06-13,International,2020-06-12,Confirmed,School,2020-06-21,Yes,Second,Nausea,TB,Yes,Matthew Black,2020-06-24,2020-06-24,OP swab,Adequate,2020-06-24,PCR,Molecular Labs,Positive,2020-06-27,2020-06-27,2020-06-28,Dead,Confirmed
MOH5975435152,1723,MW-DO,IPD,Katie,+265(0)992092841,2020-07-12,SARS/MERS/COVID,Hart,Kevin,1945-09-13,CA,Passport,CA958639,MW-NU,Urban,Male,doctor,P.O.Box 85699 MW-ZO,Church,+265(0)888754742,David,2020-07-08,None,N/A,0,2020-07-12,2020-07-06,International,2020-07-05,No,Hospital,2020-07-01,N/A,N/A,Chest pain,Stroke,No,Gilbert Figueroa,2020-07-12,2020-07-12,Saliva,Adequate,2020-07-13,Antigen POC tests,Molecular Labs,Negative,2020-07-14,2020-07-14,2020-07-15,Dead,Compatible
MOH9964151921,601,MW-MC,OPD,Deanna,+265(0)992148543,2020-10-07,AEFI,Wilson,Mitchell,1931-11-27,IE,NID,IE950818,MW-NS,Urban,Male,lecturer,P.O.Box 31969 MW-TH,Hospital,,Anna,2020-09-28,Covid-19,Johnson & Johnson,1,2020-10-07,2020-09-09,International,2020-09-15,No,No,2020-09-11,N/A,N/A,Chest pain,Hypertension,Yes,Peter Norris,2020-10-07,2020-10-07,Blood,Not Adequate,2020-10-09,PCR,Mobile testing,Negative,2020-10-10,2020-10-10,2020-10-10,TO,Confirmed
